LAT,LON,ALT
-28.1254,-51.3961,878.223007849061
-28.9312,-54.5558,315.73821635421
-31.7565,-52.4889,20.4781293529318
-28.2958,-52.7933,576.108803145033
-29.7869,-50.4316,64.4010308794613
-29.2969,-51.5028,648.402446602627
-27.7167,-51.9121,537.469359090876
-28.5605,-51.9815,620.896712906351
-28.2582,-51.6861,799.715970795491
-28.2554,-54.0132,285.894177245229
-29.1629,-51.1792,758.014245332843
-30.5144,-53.4827,419.878822944601
-27.7615,-51.9984,687.091602654051
-31.8419,-52.8004,35.3280377889107
-29.657,-52.9406,86.0896451715688
-27.6106,-53.1672,395.942235923382
-30.5905,-51.7418,89.6070520157725
-28.1463,-54.7428,203.938879951469
-28.0559,-53.0665,424.371700787177
-29.9625,-51.6289,22.0928153102297
-27.9493,-52.015,646.482174532025
-27.923,-53.9419,468.495007702899
-30.7504,-51.9737,207.582696880763
-30.1604,-50.2337,1.48946816827082
-28.3419,-51.8741,807.333733702799
-29.3948,-51.8556,172.863664224711
-28.5258,-52.9928,422.124587174398
-28.2075,-53.4905,461.387141202367
-27.732,-52.9938,449.513653052891
-29.1802,-52.0942,389.488013067074
-28.1194,-52.7842,572.574341602249
-28.3921,-54.0686,307.412494626849
-27.7197,-53.7022,450.372783487591
-29.2695,-51.6847,510.992106405515
-28.9891,-51.6971,595.757188850744
-28.128,-52.3023,685.437250039272
-27.4999,-54.0994,376.048669558486
-31.0046,-52.0436,32.9175316628269
-27.452,-53.2422,370.162221388958
-28.645,-53.6048,464.115417137027
-27.6672,-52.6522,545.136751183654
-29.5148,-51.9928,45.2617237231742
-27.9515,-54.7517,297.635679022621
-28.3849,-51.8482,710.540454707806
-27.2642,-53.8645,447.968759726062
-28.219,-55.0617,202.65757111659
-29.7054,-54.2122,116.461257164726
-29.5836,-51.0898,167.403036857665
-27.6621,-53.5304,529.414122230281
-28.983,-51.8396,499.667890599577
-30.7004,-52.1026,153.455238411886
-30.9756,-54.6694,139.945267840954
-29.3639,-49.853,83.2858063257934
-29.6195,-53.3617,129.842875609285
-27.5103,-54.3577,257.467028380909
-29.084,-51.9972,503.303346308269
-30.0847,-51.6187,22.3319723514694
-29.2351,-51.8703,81.8740504742453
-30.543,-52.5204,397.124971701309
-27.706,-52.9145,498.158418137702
-27.5298,-52.7347,613.720905652011
-28.3686,-54.2686,243.028781683147
-27.8544,-52.3005,756.589527649182
-27.6364,-52.2697,780.580963625665
-28.4977,-52.5836,473.507403365758
-27.3926,-52.574,767.437021907386
-27.5443,-53.5005,472.061674121795
-28.0518,-51.1933,950.686000094125
-27.3603,-53.9891,369.429643377283
-28.7286,-52.8461,373.859264194154
-27.9135,-52.2635,762.813935540939
-29.852,-51.1841,5.426431511803
-29.5002,-51.9495,38.3712528828658
-29.1713,-53.1639,380.894228895513
-29.6535,-51.1843,46.5763773625705
-28.5315,-54.1506,287.522555319544
-28.8794,-51.7014,599.012634841386
-29.2227,-51.3419,750.903515487998
-29.5788,-53.4484,56.96663477581
-27.4238,-52.6789,693.750713322785
-29.5885,-51.8217,129.568776460036
-29.4527,-51.3032,64.1867331172568
-29.0261,-51.1875,749.049061594245
-27.8614,-52.0838,675.784885831404
-28.9817,-52.3445,749.265615166303
-30.0035,-53.4959,95.2925207096137
-29.3828,-52.0981,62.5768456470485
-28.7986,-53.2249,410.970279618487
-27.3586,-53.3958,528.080196614216
-29.259,-51.5352,628.262723359386
-28.1944,-55.6383,90.8334524101153
-27.5856,-52.0915,727.274546648107
-29.9032,-51.7612,17.5384750045917
-28.4316,-52.0337,751.383843280461
-27.8911,-52.2294,654.5885230255
-28.0297,-54.3517,412.733925074784
-29.8798,-50.7734,42.6338842807853
-29.3734,-50.8762,840.850173612593
-29.2706,-52.5795,499.087049123074
-27.4429,-52.9149,543.726568534351
-29.9413,-50.9869,27.8673670314342
-28.5421,-51.6948,765.815130805144
-28.8399,-51.8895,486.196497395853
-28.1491,-54.5629,272.223843809528
-30.1086,-51.3233,19.5357320590633
-29.5456,-51.4185,58.6238056724716
-32.024,-53.3944,273.706306116131
-29.4552,-52.6553,562.892527127068
-27.6282,-54.3053,305.785706168191
-31.4067,-53.8667,189.991275182399
-27.5691,-53.9695,425.326960091632
-29.4203,-53.1295,339.15658047937
-28.0566,-51.8599,632.831782816765
-28.3741,-51.6377,811.218742313726
-28.6247,-52.5158,606.379029407662
-28.6302,-53.0961,410.740653147899
-29.5693,-50.7919,41.8222283644361
-28.388,-53.92,313.631264520745
-28.9282,-52.1258,694.212282446528
-29.9753,-50.1281,1.96836605735095
-29.3508,-51.7748,113.558758663103
-27.8354,-54.1886,344.989640367
-27.8752,-54.015,379.282639889157
-27.9404,-52.4271,655.68847305368
-28.8171,-51.2859,796.932874480626
-27.1951,-53.2543,250.639395401146
-29.6013,-53.7725,454.465203208163
-28.7913,-55.2447,174.069097015577
-28.7768,-52.1693,767.359267605201
-29.1311,-56.5515,67.3856489746095
-29.4974,-50.1016,32.8027634741868
-27.3846,-52.4538,694.8938151712
-29.5232,-53.5842,199.135159519871
-29.5995,-51.1533,136.436589838813
-27.6347,-53.2762,528.141398292678
-29.0401,-53.0657,317.139377600397
-27.7291,-52.5372,576.048398260458
-29.4936,-54.703,153.49757599127
-32.5604,-53.377,22.3359355665276
-28.8811,-50.3637,927.353477491275
-29.2922,-54.2237,427.349356684041
-28.6435,-54.1141,329.8365829835
-29.2299,-53.6772,510.963406886121
-29.4939,-53.017,584.033161256239
-28.2093,-51.5248,791.222938547629
-28.5676,-52.8618,476.33348323068
-29.2348,-52.7997,582.309891182193
-29.4591,-51.9644,47.8137368682056
-27.6913,-53.1818,406.037639918549
-30.8071,-53.8931,320.196557914898
-27.601,-53.0753,389.862445473189
-29.5859,-51.2141,58.6976535371544
-29.4679,-51.2003,343.354279736386
-27.5667,-51.6668,735.256473045737
-29.2136,-49.9311,42.8715145931096
-29.5859,-55.4841,88.6888049043128
-29.6798,-50.2079,35.772645521936
-29.5457,-51.5573,71.5677394260232
-28.4498,-52.1986,585.859238539849
-27.4676,-51.9095,440.738980880053
-30.353,-51.5803,112.65028964503
-27.3568,-52.1467,515.410875529088
-29.3311,-52.0973,72.1106631775239
-29.5649,-54.4641,132.472345704646
-28.28,-52.1932,721.908089290055
-29.5285,-52.1278,78.1107291251766
-28.252,-54.6159,211.585043877465
-27.6325,-51.802,628.07133058262
-29.1445,-56.0674,101.961653578467
-30.1346,-52.0423,67.4990638963908
-27.497,-53.6891,455.489970370817
-28.6462,-52.0767,510.126989372174
-28.6805,-50.7834,959.500346559949
-29.1607,-51.6333,589.87603901079
-29.6824,-51.4679,34.2803821469048
-28.6968,-52.6999,428.484104142273
-29.3578,-49.9328,45.1991951130918
-31.5887,-52.6261,235.529915152244
-29.5379,-51.0811,538.929018850005
-31.1054,-50.9167,12.6440920563902
-28.3132,-51.1836,906.673653825571
-28.3253,-51.7697,863.313827312363
-29.163,-51.8714,154.039037414066
-28.5298,-52.4676,536.910911247427
-27.3689,-52.7756,581.816403494584
-28.6822,-52.1631,510.495089990479
-28.6537,-51.7458,642.871499493466
-28.7291,-51.7072,601.316797370908
-27.9926,-52.9784,443.593383817142
-29.2182,-52.0319,374.574180403186
-27.6137,-54.1074,267.660249539156
-29.4066,-54.8293,325.971482034497
-29.5808,-50.9051,40.7290941038998
-29.471,-53.4689,137.037494912159
-29.3741,-51.1136,553.149860329004
-28.7799,-51.6113,699.529867888136
-29.0275,-51.3098,667.973148699749
-28.0667,-53.6992,482.78267958161
-28.9882,-51.4095,603.781764021962
-29.8525,-51.2837,52.0050102218059
-27.9077,-53.1103,388.251943558002
-29.7338,-52.9489,70.8250403493531
-29.6875,-51.1328,27.9964969818464
-27.5765,-54.5036,237.185452116908
-27.5649,-53.1837,340.842634415104
-27.749,-53.0639,369.90977896777
-28.4548,-52.8182,504.770610217966
-29.8881,-50.2667,20.7456147106476
-27.7075,-51.763,591.724084874316
-30.2535,-50.5103,3.86464783301306
-27.9007,-53.3134,606.001060571016
-27.3596,-53.558,469.220169012135
-28.2833,-53.5023,427.275553169298
-30.1902,-52.3729,43.8492657387426
-28.5964,-51.7896,674.650258762156
-29.6717,-53.144,107.240393075897
-29.6365,-51.3974,31.9146117530589
-29.6243,-50.8312,68.518224312033
-29.4577,-52.9599,578.193488610842
-28.2576,-52.4091,666.850284180054
-29.748,-52.2748,67.5665351157632
-27.7051,-52.4169,605.008408169551
-29.5486,-51.7339,130.302536291055
-31.7365,-53.5814,354.566236273885
-31.8642,-52.8184,24.9574734711929
-28.4283,-53.6579,429.126849787963
-31.7649,-52.3371,9.58435755008573
-29.4464,-51.1367,163.480858634878
-27.508,-53.2082,374.600470876181
-29.345,-53.3206,451.224349714366
-27.8751,-51.1673,911.651416379503
-27.2109,-53.608,213.616365384442
-31.5794,-53.3798,424.525254926943
-29.0975,-51.4503,592.815369257985
-28.0439,-55.2001,116.420944122545
-31.4473,-53.0973,328.225370658637
-27.3297,-53.0575,565.808531543435
-27.6587,-52.4848,592.890054614943
-28.0585,-52.6791,663.542509653133
-30.0318,-51.2065,34.9046587344072
-27.8569,-55.01,114.211038151455
-27.5796,-54.6657,175.522374443692
-27.7405,-54.8994,153.157960660371
-27.9082,-55.1379,99.3547144720177
-29.7015,-51.2429,43.9410193908806
-29.1738,-52.2136,506.497886942921
-29.4481,-51.6719,243.156261933286
-29.5175,-51.1798,105.191089516442
-29.2441,-52.3197,541.107732306132
-28.7572,-51.4757,653.519201039423
-29.0045,-52.1569,478.41572694675
-30.384,-56.4483,107.813303391877
-27.8257,-52.4424,692.804966409453
-29.3504,-54.0789,415.251859516178
-28.7466,-53.1011,368.799865031611
-27.664,-53.6407,522.277572503093
-29.1164,-52.0778,381.02659447456
-29.8188,-53.3807,56.4912277875854
-32.0349,-52.1071,5.32470821404824
-29.988,-52.3711,34.2250246781255
-27.2973,-52.8417,579.600333042808
-29.639,-50.4488,164.755075591115
-29.2884,-51.8658,65.1857530225569
-27.4742,-53.1706,323.574051367432
-28.2566,-54.8186,214.8667002072
-29.6462,-50.5819,80.0690909277422
-27.7758,-52.8056,652.357492827359
-27.8315,-52.9081,459.075221691347
-28.1297,-55.0266,142.932597131353
-30.2515,-54.9221,120.713642598095
-27.7085,-53.1351,394.589307378965
-28.3941,-53.097,524.888043064696
-29.0951,-53.2133,311.432371630493
-28.1233,-54.8373,214.174981219049
-29.4386,-51.5077,505.307235201448
-27.947,-51.8079,685.781035444093
-30.8773,-55.5392,197.147397249249
-28.3653,-53.251,516.30903473439
-28.1609,-51.9279,641.009422019472
-29.4747,-52.0843,125.908101568353
-29.722,-52.4343,68.7516426713902
-30.3393,-54.0817,157.089073277383
-29.6868,-53.8149,128.322111105135
-29.4902,-50.9919,513.379651904094
-27.8702,-54.4796,272.686461786899
-29.1655,-51.7351,129.643844137923
-33.525,-53.3717,18.3364611307879
-30.8697,-53.11,240.149225533905
-29.1897,-54.8666,409.936541074929
-29.8268,-50.5175,70.0578129930877
-28.514,-55.2251,185.012378823664
-28.4956,-52.0267,708.475842150421
-28.403,-52.6992,520.564331509917
-27.8526,-53.7776,518.759306649201
-27.8263,-54.662,273.29776809548
-27.9074,-51.6434,707.96255005631
-28.3001,-54.2668,280.341489966961
-29.6349,-51.0064,31.6002556020431
-29.8276,-51.145,34.3538701430422
-27.942,-52.9231,499.843568273441
-27.4829,-53.4026,527.419339197665
-27.6367,-53.9493,464.057536153819
-29.3523,-52.9767,365.217851212861
-28.6294,-52.9498,395.922206251412
-28.025,-54.5507,338.581895831557
-30.6107,-51.5862,91.372968746348
-28.7126,-51.9352,532.723936892718
-27.9798,-52.2588,723.172510526894
-30.4562,-51.6017,131.2656030282
-28.1362,-54.4637,299.207083209429
-27.4362,-52.1217,512.774697983905
-29.6467,-53.591,420.579688537696
-29.5357,-52.5304,132.644252569482
-29.4194,-53.0326,390.356995687849
-28.8306,-52.5131,694.908141016123
-28.6578,-56.0036,93.463918052436
-28.5312,-51.886,581.472060939784
-29.5547,-55.1253,145.969729402086
-29.4404,-50.5828,889.658808501746
-30.3337,-54.3217,118.08763966763
-29.9716,-51.7251,28.2534396851396
-28.4984,-51.7064,681.42073035358
-27.7789,-53.1226,447.166775456326
-29.052,-52.295,712.232168474132
-29.528,-51.245,80.2139217175664
-27.7251,-54.1275,226.383919055217
-32.0151,-52.0331,8.5035492097252
-27.7707,-51.5966,762.796109780632
-29.5448,-51.4821,96.2649117169598
-28.7476,-50.0677,1180.97408303071
-27.8195,-51.8257,731.659343504092
-29.6194,-53.4439,56.5379089647361
-29.7545,-51.1498,6.11265154058134
-31.3564,-51.9715,5.32294922822917
-28.412,-54.9559,237.22380880837
-28.9677,-51.0696,753.06825600343
-27.7112,-53.9699,420.026869988416
-29.5397,-53.859,427.856784107934
-28.556,-54.5559,283.21880300366
-28.1834,-55.2654,150.681944992905
-28.0195,-54.9404,178.302251378947
-29.4193,-51.5134,512.839975743925
-27.7706,-53.2513,526.104758734133
-28.1243,-54.8926,195.802111558656
-29.6202,-54.1855,168.330032563373
-29.5885,-51.3749,28.725018239044
-30.1643,-53.5603,76.8501388098805
-27.5583,-52.5237,749.875384588326
-29.0451,-51.7684,550.375254175218
-27.7906,-53.9368,390.960376264423
-29.3729,-51.3675,243.667181447642
-29.6882,-54.6826,127.247549761348
-29.3904,-52.2685,611.949909774978
-29.643,-51.6823,69.8766740687497
-28.0652,-52.0097,669.507530851666
-28.6277,-52.8613,449.331363695192
-30.6683,-51.3991,7.08724243420721
-29.6505,-50.7753,46.6726966697949
-29.7943,-51.8653,31.246734496529
-27.4005,-53.4702,519.413028529105
-31.2843,-51.088,13.9624300883816
-27.3711,-53.7585,479.43661604715
-29.5782,-50.0644,15.0892479206706
-29.4482,-51.8044,78.7086968515871
-28.5712,-52.5955,503.632425946831
-27.4022,-54.0814,353.123755280264
-29.4782,-54.2244,143.083109916948
-29.9841,-50.1322,3.847175454359
-29.2977,-52.0532,168.850586875184
-27.5239,-52.8956,644.341756530458
-29.9291,-51.7075,21.4027463648237
-27.5003,-52.1448,599.528470018988
-29.4487,-49.9275,85.8538159906822
-29.5137,-50.7739,71.1233560605482
-29.5384,-50.0708,10.3253095290161
-27.6139,-52.8437,654.298726584437
-27.4555,-53.9296,431.561955555538
-27.78,-54.2357,349.0139108517
-27.6573,-54.4439,207.733363119518
-29.1039,-52.9538,312.343482773538
-27.9241,-51.5383,825.570657158255
-29.0858,-53.8445,451.202028316957
-29.4772,-51.4174,185.427745409584
-27.7598,-54.4814,316.201634236076
-31.4173,-52.1706,23.2881019013834
-28.0404,-54.686,202.28590437237
-29.04,-55.1517,332.011416296757
-28.7833,-52.0238,479.823847208686
-29.7614,-57.0853,74.6562309541033
-28.5079,-50.9418,961.341004885479
-29.3919,-51.2559,210.771376740094
-29.7864,-52.1857,77.8330512499239
-29.5967,-52.6839,101.275802957155
-28.4758,-51.8447,728.919066600364
-29.6143,-52.1932,47.4653350680395
-29.7184,-52.5152,54.4736000277926
-28.9312,-51.5516,647.512411388329
-29.0655,-51.8625,528.858586737479
-27.5716,-52.0211,623.016255155995
-30.0819,-51.0194,84.9208918650417
-27.1607,-53.4022,264.329695590071
-28.5632,-52.7495,403.737691189542
-28.8598,-51.5504,712.223913426683
-28.1062,-52.1438,667.650599364266
-28.5359,-52.1486,510.922306236555
-30.3461,-53.876,246.302902504783
-27.3686,-53.4919,525.676990434227
-28.8052,-51.7947,583.343622800553
-27.2902,-53.6974,439.374875339138
-28.3516,-54.504,203.821798518703
-29.4263,-51.7645,160.342676309484
-29.8065,-50.0519,6.12016286089326
-28.1672,-52.031,698.775897593836
-27.6936,-52.0505,588.300699053237
